id,name,kind,unit,location,subgraph_id
10473,"Water transport (boats, ships, ferries)",product,,United States,1
10474,"Community food, housing, and other relief services, including rehabilitation services",product,,United States,1
10475,Cable and subscription programming,product,,United States,1
10476,Ambulances,product,,United States,1
10477,Semiconductor machinery; at manufacturer,product,,United States,1
10478,Fruit and vegetable preservation; at manufacturer,product,,United States,1
10479,Used and secondhand goods,product,,United States,1
10480,Dental laboratories; at manufacturer,product,,United States,1
10481,State and local government,product,,United States,1
10482,Aircraft; at manufacturer,product,,United States,1
10483,Cement; at manufacturer,product,,United States,1
10484,Coal; at mine,product,,United States,1
10485,Electricity; at consumer,product,,United States,1
10486,Adhesives; at manufacturer,product,,United States,1
10487,Rubber tires; at manufacturer,product,,United States,1
10488,Business support,product,,United States,1
10489,Waste management and remediation,product,,United States,1
10490,Pipeline transport,product,,United States,1
10491,Warehousing,product,,United States,1
10492,Ophthalmic goods; at manufacturer,product,,United States,1
10493,All other foods; at manufacturer,product,,United States,1
10494,Nonresidential building repair and maintanence,product,,United States,1
10495,Employment services,product,,United States,1
10496,Rubber and plastic belts and hoses; at manufacturer,product,,United States,1
10497,"Vending, commercial laundry, and other commercial and service industry machinery; at manufacturer",product,,United States,1
10498,Telecommunications,product,,United States,1
10499,Vehicle metal stamping; at manufacturer,product,,United States,1
10500,"Speed changers, industrial high-speed drives, and gears; at manufacturer",product,,United States,1
10501,Other retail,product,,United States,1
10502,Distilleries and spirits; at manufacturer,product,,United States,1
10503,Nonferrous metal casts; at manufacturer,product,,United States,1
10504,Signs; at manufacturer,product,,United States,1
10505,Mining and oil/gas field machinery; at manufacturer,product,,United States,1
10506,Funerary services,product,,United States,1
10507,Promoters and agents,product,,United States,1
10508,Poultry farms,product,,United States,1
10509,Electromedical appartuses; at manufacturer,product,,United States,1
10510,"Metal plumbing drains, faucets, valves, and other fittings; at manufacturer",product,,United States,1
10511,Monetary authorities and depository credit intermediation,product,,United States,1
10512,Wholesale trade,product,,United States,1
10513,All other converted paper products; at manufacturer,product,,United States,1
10514,Metal structural products; at manufacturer,product,,United States,1
10515,Flours and malts; at manufacturer,product,,United States,1
10516,Boats; at manufacturer,product,,United States,1
10517,Metal cutting and forming machine tools; at manufacturer,product,,United States,1
10518,Paints and coatings; at manufacturer,product,,United States,1
10519,"Light gauge metal cans, boxes, and containers; at manufacturer",product,,United States,1
10520,"Commercial structures, including farm structures",product,,United States,1
10521,Heavy gauge metal tanks; at manufacturer,product,,United States,1
10522,Paper bags and coated paper; at manufacturer,product,,United States,1
10523,Packaged meat (except poultry); at manufacturer,product,,United States,1
10524,Pesticides; at manufacturer,product,,United States,1
10525,Data processing and hosting,product,,United States,1
10526,Company and enterprise management,product,,United States,1
10527,Polystyrene foam products; at manufacturer,product,,United States,1
10528,Wiring devices; at manufacturer,product,,United States,1
10529,Gambling establishments (except casino hotels),product,,United States,1
10530,Cheese; at manufacturer,product,,United States,1
10531,Plastic bottles; at manufacturer,product,,United States,1
10532,Specialized design,product,,United States,1
10533,Photographers,product,,United States,1
10534,Ball and roller bearings; at manufacturer,product,,United States,1
10535,Flavored drink concentrates; at manufacturer,product,,United States,1
10536,Electronic  equipment repair and maintenance,product,,United States,1
10537,"Concrete pipe, bricks, and blocks; at manufacturer",product,,United States,1
10538,Telephones; at manufacturer,product,,United States,1
10539,"Funds, trusts, and financial vehicles",product,,United States,1
10540,Surgical appliance and supplies; at manufacturer,product,,United States,1
10541,"Dry, condensed, and evaporated dairy; at manufacturer",product,,United States,1
10542,Automobiles; at manufacturer,product,,United States,1
10543,"Gasoline, fuels, and by-products of petroleum refining; at manufacturer",product,,United States,1
10544,Rest of the world adjustment,product,,United States,1
10545,Ink and ink cartridges; at manufacturer,product,,United States,1
10546,Natural gas; at consumer,product,,United States,1
10547,Cut stone and stone products; at manufacturer,product,,United States,1
10548,Heavy duty trucks; at manufacturer,product,,United States,1
10549,Tobacco products; at manufacturer,product,,United States,1
10550,Motors and generators; at manufacturer,product,,United States,1
10551,Federal government enterprises,product,,United States,1
10552,"Civic, social, professional, and similar organizations",product,,United States,1
10553,Optical instruments and lenses; at manufacturer,product,,United States,1
10554,Drinking water and wastewater treatment; at consumer,product,,United States,1
10555,Ice cream and frozen desserts; at manufacturer,product,,United States,1
10556,Manufacturing buildings,product,,United States,1
10557,Salons and barber shops,product,,United States,1
10558,Well drilling,product,,United States,1
10559,Wineries and wine; at manufacturer,product,,United States,1
10560,Hospitals,product,,United States,1
10561,Lime and gypsum products; at manufacturer,product,,United States,1
10562,Mechanical power transmission equipment; at manufacturer,product,,United States,1
10563,Toiletries; at manufacturer,product,,United States,1
10564,Communications equipment; at manufacturer,product,,United States,1
10565,Limited-service restaurants,product,,United States,1
10566,Sporting and athletic goods; at manufacturer,product,,United States,1
10567,"Highways, streets, and bridges",product,,United States,1
10568,Newspapers; at publisher,product,,United States,1
10569,"Chemicals (except basic chemicals, agrichemicals, polymers, paints, pharmaceuticals,soaps, cleaning compounds); at manufacturer",product,,United States,1
10570,Compressed Gases; at manufacturer,product,,United States,1
10571,Elementary and secondary schools,product,,United States,1
10572,Wireless communications; at manufacturer,product,,United States,1
10573,"Motorcycle, bicycle, and parts; at manufacturer",product,,United States,1
10574,Other basic organic chemicals; at manufacturer,product,,United States,1
10575,Industrial molds; at manufacturer,product,,United States,1
10576,"Museums, historical sites, zoos, and parks",product,,United States,1
10577,"Hydraulic pumps, motors, cylinders and actuators; at manufacturer",product,,United States,1
10578,Commercial machinery repair,product,,United States,1
10579,Paper; at manufacturer,product,,United States,1
10580,Vehicle engines and engine parts; at manufacturer,product,,United States,1
10581,Guided missiles and space vehicles; at manufacturer,product,,United States,1
10582,Specialty transformers; at manufacturer,product,,United States,1
10583,Other petroleum and coal products; at manufacturer,product,,United States,1
10584,Coffee and tea; at manufacturer,product,,United States,1
10585,Dog and cat food; at manufacturer,product,,United States,1
10586,Rail transport,product,,United States,1
10587,Small electrical appliances; at manufacturer,product,,United States,1
10588,Vehicle repair,product,,United States,1
10589,"Screws, nuts, and bolts; at manufacturer",product,,United States,1
10590,Performances,product,,United States,1
10591,"Special tools, dies, jigs, and fixtures; at manufacturer",product,,United States,1
10592,Books; at publisher,product,,United States,1
10593,"Metal pipe fittings, ball and roller bearings, industrial patterns, metal bath fixtures, other misc. fabricated metals; at manufacturer",product,,United States,1
10594,"Directory, mailing list, and other publishers; at publisher",product,,United States,1
10595,Railroad rolling stock; at manufacturer,product,,United States,1
10596,Computer terminals and other computer peripheral equipment; at manufacturer,product,,United States,1
10597,Food and beverage stores,product,,United States,1
10598,Ground or treated minerals and earth; at manufacturer,product,,United States,1
10599,Propulsion units and parts for space vehicles and guided missiles; at manufacturer,product,,United States,1
10600,Air and gas compressors; at manufacturer,product,,United States,1
10601,Dimensional stone; at mine,product,,United States,1
10602,Management consulting,product,,United States,1
10603,Printed circuit and electronic assembly; at manufacturer,product,,United States,1
10604,"Air conditioning, refrigeration, and warm air heating equipment; at manufacturer",product,,United States,1
10605,Institutional furniture; at manufacturer,product,,United States,1
10606,Curtains and linens; at manufacturer,product,,United States,1
10607,General merchandise stores,product,,United States,1
10608,Federal government (nondefense),product,,United States,1
10609,Multifamily homes,product,,United States,1
10610,"Major home appliances (except ovens, stoves, refrigerators and laundry machines); at manufacturer",product,,United States,1
10611,Health care buildings,product,,United States,1
10612,Secondary copper products; at manufacturer,product,,United States,1
10613,Office machinery; at manufacturer,product,,United States,1
10614,"Plastic pipe, fittings, and sausage casings; at manufacturer",product,,United States,1
10615,"Marketing research and all other miscellaneous professional, scientific, and technical services",product,,United States,1
10616,Other primary nonferrous metals; at manufacturer,product,,United States,1
10617,Fertilizers; at manufacturer,product,,United States,1
10618,Computer storage device readers; at manufacturer,product,,United States,1
10619,Lumber and treated lumber; at manufacturer,product,,United States,1
10620,Snack foods; at manufacturer,product,,United States,1
10621,"Cookies, crackers, pastas, and tortillas; at manufacturer",product,,United States,1
10622,Material handling equipment; at manufacturer,product,,United States,1
10623,Home refrigerators and freezers; at manufacturer,product,,United States,1
10624,Other plastic products; at manufacturer,product,,United States,1
10625,Dry-cleaning and laundry,product,,United States,1
10626,Farm machinery and equipment; at manufacturer,product,,United States,1
10627,Construction machinery; at manufacturer,product,,United States,1
10628,Clay and ceramic products; at manufacturer,product,,United States,1
10629,Nondepository credit intermediation and related activities,product,,United States,1
10630,Sports,product,,United States,1
10631,Surgical and medical instruments; at manufacturer,product,,United States,1
10632,Medical laboratories,product,,United States,1
10633,Clothing; at manufacturer,product,,United States,1
10634,"Home furniture - Cabinets and non-wood, nonupholstered; at manufacturer",product,,United States,1
10635,Travel arrangement and reservation,product,,United States,1
10636,Lessors of nonfinancial intangible assets,product,,United States,1
10637,Jewelry and silverware; at manufacturer,product,,United States,1
10638,"Machinery for the paper, textile, food or other industries (except semiconductor machinery); at manufacturer",product,,United States,1
10639,Passenger ground transport,product,,United States,1
10640,"Other computer related services, including facilities management",product,,United States,1
10641,"Lids, jars, bottle caps, other metal closures and crowns; at manufacturer",product,,United States,1
10642,"Metal windows, doors, and architectural products; at manufacturer",product,,United States,1
10643,Unrefined oil and gas; at extraction site,product,,United States,1
10644,Wood kitchen cabinets and countertops; at manufacturer,product,,United States,1
10645,Other animal food; at manufacturer,product,,United States,1
10646,Internet publishing and broadcasting,product,,United States,1
10647,Other nonresidential structures,product,,United States,1
10648,Custom metal rolls; at manufacturer,product,,United States,1
10649,Plastics; at manufacturer,product,,United States,1
10650,Stationery; at manufacturer,product,,United States,1
10651,Fluid milk and butter; at manufacturer,product,,United States,1
10652,"Gaskets, seals, musical instruments, fasteners, brooms, brushes, mop and other misc. goods; at manufacturer",product,,United States,1
10653,Other support services,product,,United States,1
10654,Insurance agencies and brokerages,product,,United States,1
10655,Carbon and graphite products; at manufacturer,product,,United States,1
10656,Aluminum products; at manufacturer,product,,United States,1
10657,Primary copper; at manufacturer,product,,United States,1
10658,"Blood sugar, pregnancy, and other diagnostic test kits; at manufacturer",product,,United States,1
10659,Storage batteries; at manufacturer,product,,United States,1
10660,"Home furniture - wood, nonupholstered; at manufacturer",product,,United States,1
10661,"Sanitary paper (tissues, napkins, diapers, etc.); at manufacturer",product,,United States,1
10662,"Sand, gravel, clay, phosphate, other nonmetallic minerals; at mine",product,,United States,1
10663,Fresh fruits and tree nuts; at farm,product,,United States,1
10664,Vehicle seating and interior trim (upholstery); at manufacturer,product,,United States,1
10665,"Mattresses, blinds and shades; at manufacturer",product,,United States,1
10666,Other support activities for mining,product,,United States,1
10667,"Soft drinks, bottled water, and ice; at manufacturer",product,,United States,1
10668,"Metal coatings, engravings, and heat treatments; at manufacturer",product,,United States,1
10669,Urethane and other foam products; at manufacturer,product,,United States,1
10670,"Accounting, tax preparation, bookkeeping, and payroll",product,,United States,1
10671,"Fiber, yarn, and thread; at manufacturer",product,,United States,1
10672,Turbines and turbine generator sets; at manufacturer,product,,United States,1
10673,Commercial equipment rental,product,,United States,1
10674,Photography and photocopying equipment; at manufacturer,product,,United States,1
10675,Outpatient healthcare,product,,United States,1
10676,Breakfast cereals; at manufacturer,product,,United States,1
10677,Other aircraft parts; at manufacturer,product,,United States,1
10678,Glass and glass products; at manufacturer,product,,United States,1
10679,Custom computer programming,product,,United States,1
10680,Light bulbs; at manufacturer,product,,United States,1
10681,Other educational services,product,,United States,1
10682,"Books, newspapers, magazines, and other print media; at manufacturer",product,,United States,1
10683,Other concrete products; at manufacturer,product,,United States,1
10684,Heating equipment other than warm air furnaces; at manufacturer,product,,United States,1
10685,Synthetic rubber and artificial and synthetic fibers; at manufacturer,product,,United States,1
10686,Light fixtures; at manufacturer,product,,United States,1
10687,Fabricated pipe and pipe fittings; at manufacturer,product,,United States,1
10688,Wood pulp; at manufacturer,product,,United States,1
10689,Lawn and garden equipment; at manufacturer,product,,United States,1
10690,"Sugar, candy, and chocolate; at manufacturer",product,,United States,1
10691,Aircraft engines and parts; at manufacturer,product,,United States,1
10692,Other nonmetallic mineral products; at manufacturer,product,,United States,1
10693,Radio and television,product,,United States,1
10694,Secondary steel products; at manufacturer,product,,United States,1
10695,"Copper, nickel, lead, and zinc; at mine",product,,United States,1
10696,Computers; at manufacturer,product,,United States,1
10697,Asphalt shingles; at manufacturer,product,,United States,1
10698,Finished and coated fabric; at manufacturer,product,,United States,1
10699,Home furniture - upholstered; at manufacturer,product,,United States,1
10700,Other secondary nonferrous metal products; at manufacturer,product,,United States,1
10701,"Independent artists, writers, and performers",product,,United States,1
10702,Vaccines and other biological medical products; at manufacturer,product,,United States,1
10703,"Grantmaking, giving, and social advocacy organizations",product,,United States,1
10704,Office supplies (not paper); at manufacturer,product,,United States,1
10705,Individual and family services,product,,United States,1
10706,Amusement parks and arcades,product,,United States,1
10707,Other engine equipment; at manufacturer,product,,United States,1
10708,Machine shops; at manufacturer,product,,United States,1
10709,Veterinarians,product,,United States,1
10710,"Residential mental retardation, mental health, substance abuse and other facilities",product,,United States,1
10711,Automatic controls for HVAC and refrigeration equipment; at manufacturer,product,,United States,1
10712,Power boilers and heat exchangers; at manufacturer,product,,United States,1
10713,Cardboard containers; at manufacturer,product,,United States,1
10714,"Golf courses, marinas, ski resorts, fitness and other rec centers and industries",product,,United States,1
10715,"Pet care, photofinishing, parking and other sundry services",product,,United States,1
10716,"Colleges, universities, junior colleges, and professional schools",product,,United States,1
10717,Noncomparable imports,product,,United States,1
10718,Advertising and public relations,product,,United States,1
10719,Animal farms and aquaculture ponds (except cattle and poultry),product,,United States,1
10720,Cattle ranches and feedlots,product,,United States,1
10721,Timber and raw forest products; at forest,product,,United States,1
10722,Air transport,product,,United States,1
10723,Hotels and campgrounds,product,,United States,1
10724,"Satellite, telecommunications resellers, and all other telecommunications",product,,United States,1
10725,Switchgear and switchboards; at manufacturer,product,,United States,1
10726,"Electronic capacitors, resistors, coils, transformers, connectors and other components (except  semiconductors and printed circuit assemblies); at manufacturer",product,,United States,1
10727,Valve and fittings (except for plumbing); at manufacturer,product,,United States,1
10728,Vehicle bodies; at manufacturer,product,,United States,1
10729,"Architectural, engineering, and related services",product,,United States,1
10730,Investigation and security,product,,United States,1
10731,"Pickup trucks, vans, and SUVs; at manufacturer",product,,United States,1
10732,Child day care,product,,United States,1
10733,Seafood; at manufacturer,product,,United States,1
10734,Other real estate,product,,United States,1
10735,"Fresh soybeans, canola, flaxseeds, and other oilseeds; at farm",product,,United States,1
10736,Bread and other baked goods; at manufacturer,product,,United States,1
10737,Carpets and rugs; at manufacturer,product,,United States,1
10738,Home laundry machines; at manufacturer,product,,United States,1
10739,Wild-caught fish and game; at place of capture,product,,United States,1
10740,Corn products; at manufacturer,product,,United States,1
10741,"Dolls, toys, and games; at manufacturer",product,,United States,1
10742,"Ammunition, arms, ordnance, and related accessories; at manufacturer",product,,United States,1
10743,"Primary iron, steel, and ferroalloy products; at manufacturer",product,,United States,1
10744,Securities and commodities brokerage and exchanges,product,,United States,1
10745,Other rubber products; at manufacturer,product,,United States,1
10746,"Welding and Soldering Equipment, Scales and Balances, and other general purpose machinery; at manufacturer",product,,United States,1
10747,Utilities buildings and infrastructure,product,,United States,1
10748,Physicians,product,,United States,1
10749,Industrial process variable instruments; at manufacturer,product,,United States,1
10750,Home cooking appliances; at manufacturer,product,,United States,1
10751,"News syndicates, libraries, archives, Internet publishing and all other information services",product,,United States,1
10752,Leather; at manufacturer,product,,United States,1
10753,All other food and drinking places,product,,United States,1
10754,Travel trailer and campers; at manufacturer,product,,United States,1
10755,Military armored vehicles and tanks; at manufacturer,product,,United States,1
10756,Industrial process furnaces and ovens; at manufacturer,product,,United States,1
10757,Medicinal and botanical ingredients; at manufacturer,product,,United States,1
10758,"Plastic bags, films, and sheets; at manufacturer",product,,United States,1
10759,Other vehicle parts; at manufacturer,product,,United States,1
10760,"Iron, gold, silver, and other metal ores; at mine",product,,United States,1
10761,Dentists,product,,United States,1
10762,"Wooden windows, door, and flooring; at manufacturer",product,,United States,1
10763,Consumer goods and general rental centers,product,,United States,1
10764,Vehicles and parts sales,product,,United States,1
10765,"Greenhouse crops, mushrooms, nurseries, and flowers; at farm",product,,United States,1
10766,"Metal hinges, keys, lock, and other hardware; at manufacturer",product,,United States,1
10767,Healthcare practitioners (except physicians and dentists),product,,United States,1
10768,Packaged poultry; at manufacturer,product,,United States,1
10769,Dental equipment and supplies; at manufacturer,product,,United States,1
10770,"Motor vehicle steering, suspension components (except spring), and brake systems; at manufacturer",product,,United States,1
10771,Wireless telecommunications,product,,United States,1
10772,Residential building repair and maintanence,product,,United States,1
10773,"Fresh wheat, corn, rice, and other grains; at farm",product,,United States,1
10774,Dairies,product,,United States,1
10775,Other basic inorganic chemicals; at manufacturer,product,,United States,1
10776,Semiconductors; at manufacturer,product,,United States,1
10777,PYRACLOSTROBIN,elementary,,,1
10778,Zineb,elementary,,,1
10779,Cyprodinil,elementary,,,1
10780,ACETAMIPRID,elementary,,,1
10781,Aldrin,elementary,,,1
10782,"Ethane, 1,2-dichloro-",elementary,,,1
10783,Dimethoate,elementary,,,1
10784,1-Methyl-2-pyrrolidinone,elementary,,,1
10785,Cyfluthrin,elementary,,,1
10786,TETRACONAZOLE,elementary,,,1
10787,"Dinitrotoluene, technical grade (2,4 (77%)- and 2,6 (19%)-)",elementary,,,1
10788,IMAZAPIC-AMMONIUM,elementary,,,1
10789,KANTOR,elementary,,,1
10790,PSEUDO. FLUORES A506,elementary,,,1
10791,N-Methylolacrylamide,elementary,,,1
10792,Methoxychlor,elementary,,,1
10793,2-Mercaptobenzothiazole,elementary,,,1
10794,Tri-allate,elementary,,,1
10795,sodium dimethyldithiocarbamate,elementary,,,1
10796,Phenanthrene,elementary,,,1
10797,Fluazinam,elementary,,,1
10798,terbacil,elementary,,,1
10799,Stone,elementary,,,1
10800,"ethane, 1,2-dichloro-",elementary,,,1
10801,FLONICAMID,elementary,,,1
10802,M-CRESOL,elementary,,,1
10803,MONURON,elementary,,,1
10804,Platinum,elementary,,,1
10805,Maneb,elementary,,,1
10806,Xylene,elementary,,,1
10807,Rimsulfuron,elementary,,,1
10808,"MCPA, 2-ETHYLHEXYL",elementary,,,1
10809,avermectin B1,elementary,,,1
10810,GAMMA-CYHALOTHRIN,elementary,,,1
10811,Thiram,elementary,,,1
10812,"Ethane, 2,2-dichloro-1,1,1-trifluoro-, HCFC-123",elementary,,,1
10813,ETHYL ACRYLATE,elementary,,,1
10814,fluorene,elementary,,,1
10815,GIBBERELLIC ACID,elementary,,,1
10816,ABATE,elementary,,,1
10817,"Occupation, traffic area, rail network",elementary,,,1
10818,TETRACONAZOLE,elementary,,,1
10819,HYDRAZOBENZENE,elementary,,,1
10820,"2,4-D, BUTOXYETHYL ESTER",elementary,,,1
10821,METRAFENONE,elementary,,,1
10822,"Propane, 1,2-dichloro-",elementary,,,1
10823,Cyfluthrin,elementary,,,1
10824,PETROLEUM DISTILLATE,elementary,,,1
10825,FLUOPYRAM,elementary,,,1
10826,EPTC,elementary,,,1
10827,Bifenthrin,elementary,,,1
10828,Propane sultone,elementary,,,1
10829,4-nitroaniline,elementary,,,1
10830,Sulfosulfuron,elementary,,,1
10831,acrylonitrile,elementary,,,1
10832,"particulates, < 10 um",elementary,,,1
10833,"Dibenz(a,h)anthracene",elementary,,,1
10834,Iron,elementary,,,1
10835,Nickel,elementary,,,1
10836,Fluorspar,elementary,,,1
10837,Barite,elementary,,,1
10838,"2,2,4-trimethylpentane",elementary,,,1
10839,"Chromium, ion",elementary,,,1
10840,EMAMECTIN BENZOATE,elementary,,,1
10841,HCFC-142b,elementary,,,1
10842,Boron,elementary,,,1
10843,Iprodion,elementary,,,1
10844,Phosphine,elementary,,,1
10845,Perlite,elementary,,,1
10846,BIFENAZATE,elementary,,,1
10847,"Energy, biomass",elementary,,,1
10848,diquat dibromide,elementary,,,1
10849,DIALLATE,elementary,,,1
10850,Aniline,elementary,,,1
10851,Fenpropathrin,elementary,,,1
10852,"Benzo(g,h,i)perylene",elementary,,,1
10853,DINOTEFURAN,elementary,,,1
10854,copper,elementary,,,1
10855,Copper (+II),elementary,,,1
10856,"2,2-BIS(4-HYDROXY-3,5-DIBROMOPHENYL)PROPANE",elementary,,,1
10857,"S,S,S-tributyl phosphorotrithioate",elementary,,,1
10858,METCONAZOLE,elementary,,,1
10859,HALON 1301,elementary,,,1
10860,Flutolanil,elementary,,,1
10861,FLUCARBAZONE-SODIUM,elementary,,,1
10862,CLODINAFOP-PROPARGIL,elementary,,,1
10863,Anthracene,elementary,,,1
10864,o-cresol,elementary,,,1
10865,Cobalt,elementary,,,1
10866,Azadirachtin,elementary,,,1
10867,"4,4'-METHYLENEBIS(2-CHLOROANALINE)",elementary,,,1
10868,DIMETHYL TETRACHLOROTEREPHTHALATE,elementary,,,1
10869,isoprene,elementary,,,1
10870,Malathion,elementary,,,1
10871,ALLYL CHLORIDE,elementary,,,1
10872,"2,4-DINITROPHENOL",elementary,,,1
10873,Pymetrozine,elementary,,,1
10874,"NEEM OIL, CLAR. HYD.",elementary,,,1
10875,hydroquinone,elementary,,,1
10876,PHENOTHRIN,elementary,,,1
10877,"Occupation, annual crop",elementary,,,1
10878,Pyridaben,elementary,,,1
10879,TRIFLUMIZOLE,elementary,,,1
10880,"NAA, POTASSIUM SALT",elementary,,,1
10881,barium,elementary,,,1
10882,Bifenthrin,elementary,,,1
10883,Creosol,elementary,,,1
10884,oxadiazon,elementary,,,1
10885,dicyclopentadiene,elementary,,,1
10886,"MCPA, ISOOCTYL ESTER",elementary,,,1
10887,FLUBENDIAMIDE,elementary,,,1
10888,METRAFENONE,elementary,,,1
10889,methanol,elementary,,,1
10890,Chlorsulfuron,elementary,,,1
10891,Triasulfuron,elementary,,,1
10892,Norflurazon,elementary,,,1
10893,M-DINITROBENZENE,elementary,,,1
10894,Pyriproxyfen,elementary,,,1
10895,manganese,elementary,,,1
10896,FOMESAFEN SODIUM,elementary,,,1
10897,Propylene oxide,elementary,,,1
10898,Butadiene,elementary,,,1
10899,Diuron,elementary,,,1
10900,"Water, fresh",elementary,,,1
10901,Gypsum,elementary,,,1
10902,HYDROFLUORIC ACID,elementary,,,1
10903,Prosulfuron,elementary,,,1
10904,Thiabendazole,elementary,,,1
10905,Cobalt,elementary,,,1
10906,2-PHENYLPHENOL,elementary,,,1
10907,Saccharin,elementary,,,1
10908,CYFLUFENAMID,elementary,,,1
10909,BROMOXYNIL OCTANOATE,elementary,,,1
10910,Garnet,elementary,,,1
10911,DIMETHENAMID-P,elementary,,,1
10912,Buprofezin,elementary,,,1
10913,Dimethoate,elementary,,,1
10914,IMAZOSULFURON,elementary,,,1
10915,"toluene-2,4-diisocyante",elementary,,,1
10916,Methomyl,elementary,,,1
10917,Z-8-DODECEN ACETATE,elementary,,,1
10918,MCPB,elementary,,,1
10919,FLUOXASTROBIN,elementary,,,1
10920,"2,4/2,6-toluenediisocyanate (mixture)",elementary,,,1
10921,HEXAMETHYLPHOSPHORAMIDE,elementary,,,1
10922,Copper (+II),elementary,,,1
10923,hexachloroethane,elementary,,,1
10924,PROPOXYCARBAZONE-SOD,elementary,,,1
10925,"Methane, difluoro-, HFC-32",elementary,,,1
10926,Fenpropathrin,elementary,,,1
10927,Kresoxim-methyl,elementary,,,1
10928,"Ethane, 1,1-dichloro-1-fluoro-, HCFC-141b",elementary,,,1
10929,"1,1-DICHLOROETHANE",elementary,,,1
10930,Prosulfuron,elementary,,,1
10931,REYNOUTRIA SACHALINE,elementary,,,1
10932,Methyl acrylate,elementary,,,1
10933,AMETOCTRADIN,elementary,,,1
10934,"Ethane, 1,1,2-trichloro-1,2,2-trifluoro-, CFC-113",elementary,,,1
10935,silver,elementary,,,1
10936,cyclohexane,elementary,,,1
10937,TOLFENPYRAD,elementary,,,1
10938,HYDROQUINONE,elementary,,,1
10939,Flumioxazin,elementary,,,1
10940,Cumene hydroperoxide,elementary,,,1
10941,BENSULIDE,elementary,,,1
10942,para-xylene,elementary,,,1
10943,Silver,elementary,,,1
10944,NICOTINE,elementary,,,1
10945,"Benzene, hexachloro-",elementary,,,1
10946,Acrylonitrile,elementary,,,1
10947,NITRAPYRIN,elementary,,,1
10948,"PYRENE, 1-NITRO-",elementary,,,1
10949,Nitrobenzene,elementary,,,1
10950,"METHYLCARBAMODITHIOIC ACID, MONOPOTASSIUM SALT",elementary,,,1
10951,FENAMIDONE,elementary,,,1
10952,thallium,elementary,,,1
10953,Piperonyl butoxide,elementary,,,1
10954,MCPB,elementary,,,1
10955,MONO-POTASSIUM SALT,elementary,,,1
10956,"methane, chlorodifluoro-, hcfc-22",elementary,,,1
10957,"1,1-DICHLOROETHYLENE",elementary,,,1
10958,"methane, monochloro-, r-40",elementary,,,1
10959,Pronamide,elementary,,,1
10960,Chlorpyrifos,elementary,,,1
10961,avermectin B1,elementary,,,1
10962,"Methane, bromo-, Halon 1001",elementary,,,1
10963,"Propane, 1,1,1,3,3,3-hexafluoro-, HCFC-236fa",elementary,,,1
10964,Sodium formate,elementary,,,1
10965,"1H-PURIN-6-AMINE, N-(PHENYLMETHYL)-",elementary,,,1
10966,"2,4-D, DIMETHYLAMINE SALT",elementary,,,1
10967,N-(3-CHLORALLYL) HEXAMINIUM CHLORIDE,elementary,,,1
10968,"Occupation, pasture and meadow, extensive",elementary,,,1
10969,DNOC,elementary,,,1
10970,EMAMECTIN BENZOATE,elementary,,,1
10971,vanadium,elementary,,,1
10972,"1,4-dichlorobenzene",elementary,,,1
10973,Dimethoate,elementary,,,1
10974,COPPER OXYCHLORIDE,elementary,,,1
10975,Lithium,elementary,,,1
10976,ORTHOSULFAMURON,elementary,,,1
10977,"2,4-D",elementary,,,1
10978,o-xylene,elementary,,,1
10979,Metam-sodium,elementary,,,1
10980,Metam-sodium,elementary,,,1
10981,Metam-sodium,elementary,,,1
10982,Tri-allate,elementary,,,1
10983,Tri-allate,elementary,,,1
10984,PYROXASULFONE,elementary,,,1
10985,BENZ(A)ACRIDINE,elementary,,,1
10986,Azoxystrobin,elementary,,,1
10987,1-Naphthaleneacetamide,elementary,,,1
10988,fluorine,elementary,,,1
10989,Metolachlor,elementary,,,1
10990,cadmium,elementary,,,1
10991,CLORANSULAM-METHYL,elementary,,,1
10992,Thiophanat-methyl,elementary,,,1
10993,tebuthiuron,elementary,,,1
10994,KAOLIN,elementary,,,1
10995,MONO-POTASSIUM SALT,elementary,,,1
10996,Endosulfan,elementary,,,1
10997,"MCPA, 2-ETHYLHEXYL",elementary,,,1
10998,"2,4-D, ISOPROPYLAMINE SALT",elementary,,,1
10999,Carfentrazone ethyl ester,elementary,,,1
11000,vinyl acetate,elementary,,,1
11001,benzidine,elementary,,,1
11002,"IMAZAQUIN, MON. SALT",elementary,,,1
11003,DICAMBA SODIUM SALT,elementary,,,1
11004,Phosphorus,elementary,,,1
11005,SEC-BUTYL ALCOHOL,elementary,,,1
11006,methyl methacrylate,elementary,,,1
11007,CHLOROACETONITRILE,elementary,,,1
11008,SAFROLE,elementary,,,1
11009,POTASSIUM PHOSPHATE,elementary,,,1
11010,Coal,elementary,,,1
11011,"IMAZAQUIN, MON. SALT",elementary,,,1
11012,SPINOSAD,elementary,,,1
11013,acenaphthene,elementary,,,1
11014,"Phenol, 2,4-dichloro",elementary,,,1
11015,Sethoxydim,elementary,,,1
11016,Isoxaflutole,elementary,,,1
11017,Fipronil,elementary,,,1
11018,Picloram,elementary,,,1
11019,EMAMECTIN BENZOATE,elementary,,,1
11020,Dinitrogen monoxide,elementary,,,1
11021,phenanthrene,elementary,,,1
11022,BENEFIN,elementary,,,1
11023,Methane,elementary,,,1
11024,beryllium,elementary,,,1
11025,ozone,elementary,,,1
11026,Quintozene,elementary,,,1
11027,Prometryn,elementary,,,1
11028,HCFC-21,elementary,,,1
